CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.453884 AN 0.428571 0.998869 0.998869 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.453884 0.001176 0.364367 0.155789 0.001950 0.016290 0.001345 0.005200
AN 0.462274 AN 0.000000 0.999933 0.000067 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.462274 0.000710 0.337707 0.180532 0.000608 0.003354 0.000613 0.014202
AN 0.391395 AN 0.000000 0.886469 0.113531 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.391395 0.000778 0.315620 0.262199 0.000176 0.026351 0.000483 0.002999
AN 0.541235 AN 0.000000 0.649546 0.350454 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.541235 0.001103 0.183901 0.243960 0.001245 0.003373 0.000965 0.024218
AN 0.370392 CE 0.285714 0.999977 0.999990 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.164759 0.207003 0.169392 0.011093 0.063540 0.370392 0.001215 0.012606
AN 0.368783 CE 0.285714 0.990053 0.990053 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0532.JPG 0.081748 0.304977 0.222867 0.003591 0.011266 0.368783 0.001720 0.005046
AN 0.354686 AN 0.000000 0.996104 0.003896 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0533.JPG 0.220651 0.168005 0.165220 0.013651 0.046208 0.354686 0.002520 0.029059
AN 0.911155 SA 0.857143 0.898507 0.898507 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0001.JPG 0.029275 0.000510 0.023123 0.000321 0.020760 0.911155 0.011957 0.002898
AN 0.459309 DS 0.000000 0.835852 0.164148 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0002.JPG 0.041277 0.002546 0.432453 0.059106 0.000494 0.459309 0.002759 0.002054
AN 0.449843 SA 0.000000 0.996526 0.003474 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.091972 0.004943 0.327115 0.098164 0.006928 0.449843 0.016824 0.004211
AN 0.457701 SA 0.000000 0.999995 0.000005 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0004.JPG 0.135563 0.014693 0.457701 0.030111 0.000575 0.354394 0.006031 0.000931
AN 0.614338 SA 0.571429 0.853275 0.853300 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0005.JPG 0.145935 0.000651 0.178721 0.006194 0.001016 0.614338 0.030902 0.022244
AN 0.564155 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0006.JPG 0.080914 0.005649 0.091425 0.005110 0.016609 0.564155 0.217623 0.018515
AN 0.579550 SA 0.000000 0.994114 0.005886 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0007.JPG 0.073256 0.003087 0.299342 0.000659 0.000528 0.579550 0.030676 0.012903
AN 0.680293 SA 0.571429 0.657361 0.657361 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0008.JPG 0.012315 0.005705 0.131563 0.000479 0.162189 0.680293 0.006651 0.000805
AN 0.677920 SA 0.000000 0.624712 0.375288 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0009.JPG 0.104485 0.015161 0.114389 0.003041 0.073446 0.677920 0.010073 0.001484
AN 0.657585 SA 0.000000 0.955903 0.044097 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0010.JPG 0.012516 0.018210 0.075628 0.004547 0.227235 0.657585 0.004009 0.000268
AN 0.493330 DS 0.428571 0.955616 0.955625 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0989.JPG 0.151600 0.033033 0.493330 0.116220 0.029300 0.168755 0.001133 0.006629
AN 0.411795 DS 0.000000 0.997120 0.002880 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0990.JPG 0.226262 0.008736 0.278477 0.069387 0.002880 0.411795 0.001272 0.001192
AN 0.669361 SA 0.000000 0.999991 0.000009 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0991.JPG 0.185405 0.006650 0.083957 0.002629 0.034826 0.669361 0.008821 0.008352
AN 0.506744 SA 0.428571 0.770982 0.773866 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0992.JPG 0.013718 0.001177 0.372491 0.104512 0.000216 0.506744 0.000656 0.000484
AN 0.601769 SA 0.000000 0.999964 0.000036 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0993.JPG 0.053281 0.001709 0.291548 0.049122 0.001229 0.601769 0.000628 0.000714
AN 0.597225 SA 0.571429 0.999972 0.999973 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0994.JPG 0.032715 0.040944 0.314852 0.009997 0.000143 0.597225 0.002722 0.001401
AN 0.544751 SA 0.428571 0.725241 0.725241 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0995.JPG 0.277820 0.004231 0.166596 0.001863 0.002742 0.544751 0.001720 0.000276
AN 0.691780 SA 0.000000 0.995839 0.004161 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0996.JPG 0.175105 0.005764 0.118707 0.002235 0.003068 0.691780 0.001888 0.001454
AN 0.602058 SA 0.000000 0.988307 0.011693 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0997.JPG 0.258829 0.007712 0.122824 0.002189 0.000479 0.602058 0.004507 0.001402
AN 0.847782 SA 0.714286 0.982475 0.982493 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0998.JPG 0.113578 0.000732 0.033586 0.000306 0.001694 0.847782 0.001625 0.000696
AN 0.875620 SA 0.857143 0.875672 0.875672 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0999.JPG 0.035989 0.000738 0.015271 0.000532 0.047316 0.875620 0.020095 0.004440
AN 0.410733 DS 0.000000 0.563169 0.436831 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0158.JPG 0.157610 0.003029 0.410733 0.075863 0.005018 0.196942 0.051606 0.099199
AN 0.300588 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0159.JPG 0.188842 0.003823 0.242925 0.116314 0.014788 0.300588 0.053197 0.079523
AN 0.289457 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0160.JPG 0.159376 0.003310 0.250903 0.018204 0.023910 0.289457 0.139733 0.115108
AN 0.380608 SA 0.000000 0.999814 0.000186 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0161.JPG 0.159066 0.007457 0.009958 0.142113 0.067155 0.380608 0.149840 0.083803
AN 0.435526 SA 0.000000 0.999973 0.000027 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0162.JPG 0.079412 0.004371 0.005037 0.106421 0.178785 0.435526 0.092823 0.097627
AN 0.319345 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0163.JPG 0.097865 0.003191 0.002527 0.137307 0.218838 0.319345 0.089215 0.131712
AN 0.336976 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0164.JPG 0.336976 0.000393 0.004082 0.008819 0.035578 0.297173 0.126515 0.190465
AN 0.450748 SA 0.142857 0.986578 0.986578 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0165.JPG 0.161876 0.000553 0.000945 0.006452 0.022998 0.450748 0.188087 0.168341
AN 0.344442 SA 0.000000 0.999779 0.000221 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0166.JPG 0.228928 0.000335 0.001516 0.003491 0.023581 0.344442 0.239265 0.158442
AN 0.491728 NE 0.000000 0.999998 0.000002 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0167.JPG 0.014380 0.000636 0.000638 0.106923 0.491728 0.156544 0.177645 0.051506
AN 0.386661 NE 0.000000 0.895717 0.104283 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0168.JPG 0.040528 0.001132 0.002370 0.022487 0.386661 0.320326 0.152992 0.073504
AN 0.582421 NE 0.000000 0.999892 0.000108 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0169.JPG 0.036156 0.000208 0.000092 0.062695 0.582421 0.096697 0.188437 0.033294
AN 0.514213 AN 0.000000 0.999997 0.000003 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0170.JPG 0.514213 0.000529 0.044735 0.196803 0.032818 0.079171 0.125492 0.006239
AN 0.713705 AN 0.000000 0.998940 0.001060 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0171.JPG 0.713705 0.000798 0.020562 0.092183 0.017177 0.112564 0.035517 0.007494
AN 0.587766 AN 0.000000 0.962273 0.037727 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0172.JPG 0.587766 0.000743 0.004820 0.091512 0.034785 0.093015 0.156089 0.031269
AN 0.529468 SA 0.428571 0.995958 0.995969 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0173.JPG 0.075357 0.013213 0.007564 0.068141 0.142535 0.529468 0.124397 0.039326
AN 0.542994 NE 0.000000 0.996525 0.003475 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0174.JPG 0.011824 0.010239 0.000995 0.019658 0.542994 0.257709 0.143380 0.013201
AN 0.582543 SA 0.000000 0.999616 0.000384 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0175.JPG 0.037911 0.007253 0.002283 0.016769 0.118296 0.582543 0.173551 0.061393
AN 0.362325 AN 0.000000 0.999995 0.000005 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0176.JPG 0.362325 0.000449 0.000916 0.007854 0.042648 0.348755 0.218499 0.018553
AN 0.666079 SA 0.000000 0.992515 0.007485 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0177.JPG 0.112615 0.004144 0.000961 0.008265 0.009234 0.666079 0.178160 0.020542
AN 0.394040 AN 0.142857 0.925053 0.925053 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0178.JPG 0.394040 0.000378 0.000536 0.044886 0.028243 0.333561 0.185171 0.013186
AN 0.336979 DS 0.000000 0.983192 0.016808 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0659_01.JPG 0.276179 0.007534 0.267231 0.336979 0.003752 0.004883 0.037520 0.065923
AN 0.343444 DS 0.142857 0.925339 0.925339 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0660_01.JPG 0.306716 0.002018 0.241934 0.343444 0.000809 0.001353 0.016162 0.087564
AN 0.354759 DS 0.000000 0.975892 0.024108 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0661_01.JPG 0.264801 0.004739 0.242255 0.354759 0.001794 0.002764 0.032428 0.096461
AN 0.404386 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0662_01.JPG 0.404386 0.000132 0.358239 0.235479 0.000001 0.000046 0.001403 0.000314
AN 0.335518 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0663_01.JPG 0.299079 0.000090 0.335518 0.315384 0.000004 0.000283 0.048481 0.001160
AN 0.366190 AN 0.000000 0.999993 0.000007 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0664_01.JPG 0.366190 0.000188 0.336425 0.247404 0.000007 0.000123 0.047880 0.001785
AN 0.324218 DS 0.285714 0.922620 0.922620 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0665_01.JPG 0.122236 0.002406 0.324218 0.261265 0.000552 0.006618 0.095428 0.187278
AN 0.386068 HP 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0666_01.JPG 0.268566 0.001701 0.281865 0.386068 0.000092 0.002499 0.008280 0.050929
AN 0.306043 DS 0.000000 0.999994 0.000006 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0667_01.JPG 0.179306 0.001500 0.306043 0.237309 0.000092 0.004353 0.014774 0.256623
AN 0.490747 DS 0.000000 0.998216 0.001784 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0668_01.JPG 0.252273 0.001482 0.490747 0.218468 0.000234 0.001731 0.022112 0.012951
AN 0.511903 DS 0.428571 0.999951 0.999951 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0669_01.JPG 0.311752 0.000683 0.511903 0.147172 0.000309 0.001247 0.009172 0.017762
AN 0.536708 DS 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0670_01.JPG 0.180481 0.000915 0.536708 0.239439 0.000395 0.001809 0.011897 0.028357
AN 0.594098 HP 0.000000 0.999864 0.000136 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0671_01.JPG 0.234054 0.001591 0.048096 0.594098 0.000150 0.000399 0.005291 0.116320
AN 0.569827 HP 0.000000 0.998421 0.001579 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0672_01.JPG 0.256077 0.000747 0.075601 0.569827 0.000041 0.000470 0.001950 0.095286
AN 0.662395 HP 0.714286 0.858835 0.859963 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0673_01.JPG 0.222636 0.000884 0.048010 0.662395 0.000032 0.000402 0.001424 0.064217
AN 0.551822 DS 0.000000 0.999998 0.000002 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0674_01.JPG 0.058905 0.004183 0.551822 0.357182 0.000639 0.014868 0.003574 0.008827
AN 0.529598 DS 0.000000 0.999851 0.000149 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0675_01.JPG 0.048821 0.002649 0.529598 0.382574 0.001219 0.010107 0.002217 0.022816
AN 0.463534 DS 0.000000 0.999797 0.000203 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0676_01.JPG 0.036897 0.003096 0.463534 0.448907 0.001381 0.009051 0.003565 0.033570
AN 0.438511 DS 0.000000 0.878802 0.121198 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0677_01.JPG 0.067968 0.000810 0.438511 0.168677 0.000398 0.002850 0.090983 0.229803
AN 0.405422 DS 0.000000 0.999189 0.000811 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0678_01.JPG 0.039248 0.002017 0.405422 0.139598 0.000194 0.000994 0.183595 0.228933
AN 0.314109 SC 0.285714 0.987820 0.987820 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0679_01.JPG 0.081410 0.000732 0.314109 0.059156 0.000372 0.000355 0.310049 0.233817
AN 0.278713 AN 0.000000 0.999349 0.000651 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0001_01.JPG 0.278713 0.012993 0.113086 0.011712 0.193431 0.264369 0.088870 0.036825
AN 0.264277 SA 0.000000 0.998410 0.001590 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0002_01.JPG 0.214050 0.078092 0.092407 0.042889 0.026436 0.177639 0.104211 0.264277
AN 0.523645 SR 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0003_01.JPG 0.171972 0.000464 0.032531 0.001102 0.008247 0.051151 0.210887 0.523645
AN 0.590374 SR 0.142857 0.984753 0.984753 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0004_01.JPG 0.177792 0.000926 0.011869 0.000737 0.012701 0.061002 0.144599 0.590374
AN 0.288286 SA 0.000000 0.997951 0.002049 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0005_01.JPG 0.172601 0.042374 0.082628 0.010709 0.183733 0.288286 0.012095 0.207573
AN 0.373678 SR 0.000000 0.900897 0.099103 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0006_01.JPG 0.168567 0.018234 0.120378 0.018946 0.094395 0.198027 0.007775 0.373678
AN 0.285446 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0007_01.JPG 0.169072 0.014059 0.054881 0.010037 0.191402 0.285446 0.009306 0.265796
AN 0.292710 AN 0.142857 0.999504 0.999504 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0986.JPG 0.292710 0.014153 0.265292 0.266378 0.018081 0.005763 0.014399 0.123223
AN 0.353231 AN 0.428571 0.999982 0.999993 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0987.JPG 0.353231 0.000294 0.193187 0.342389 0.000803 0.000616 0.003155 0.106326
AN 0.350472 AN 0.000000 0.999785 0.000215 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0988.JPG 0.287867 0.001928 0.350472 0.186678 0.009797 0.009174 0.020709 0.133374
AN 0.326885 SC 0.142857 0.980729 0.980729 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0989.JPG 0.176667 0.022256 0.015271 0.000825 0.118001 0.112521 0.326885 0.227574
AN 0.496376 SC 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0990.JPG 0.199366 0.004928 0.004073 0.001144 0.045928 0.028402 0.496376 0.219784
AN 0.418024 SC 0.142857 0.890309 0.890309 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0991.JPG 0.194921 0.013538 0.009191 0.001157 0.091722 0.040519 0.418024 0.230927
AN 0.273627 AN 0.000000 0.975498 0.024502 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0992.JPG 0.222531 0.005379 0.273627 0.175003 0.106388 0.120435 0.000618 0.096018
AN 0.415343 DS 0.428571 0.995167 0.995167 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0993.JPG 0.133497 0.004639 0.415343 0.006100 0.060371 0.208421 0.037316 0.134312
AN 0.380903 SA 0.000000 0.999831 0.000169 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0994.JPG 0.055011 0.003374 0.346983 0.006358 0.045195 0.380903 0.033563 0.128612
AN 0.525519 CE 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0995.JPG 0.010090 0.525519 0.061042 0.024854 0.221870 0.142844 0.000839 0.012943
AN 0.581306 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0996.JPG 0.155383 0.021258 0.047564 0.002275 0.170910 0.581306 0.014676 0.006629
AN 0.333681 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0997.JPG 0.103698 0.011337 0.186718 0.003685 0.178195 0.333681 0.097308 0.085379
AN 0.271930 AN 0.000000 0.999567 0.000433 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0998.JPG 0.223285 0.014740 0.067470 0.007035 0.271930 0.199665 0.102506 0.113369
AN 0.433150 AN 0.000000 0.911255 0.088745 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0999.JPG 0.433150 0.003510 0.067218 0.014518 0.031011 0.136184 0.062452 0.251957
AN 0.575051 DS 0.000000 0.999930 0.000070 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0418.JPG 0.395725 0.000820 0.575051 0.006788 0.000036 0.000538 0.003190 0.017852
AN 0.639289 DS 0.000000 0.982067 0.017933 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0419.JPG 0.223900 0.007087 0.639289 0.009086 0.001421 0.014905 0.048267 0.056046
AN 0.811926 DS 0.714286 0.997044 0.997163 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0420.JPG 0.165364 0.001022 0.811926 0.009224 0.000199 0.001935 0.000622 0.009708
AN 0.506412 AN 0.000000 0.643063 0.356937 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0469.JPG 0.478760 0.000422 0.506412 0.001364 0.000023 0.001657 0.008061 0.003301
AN 0.511983 AN 0.000000 0.889713 0.110287 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0470.JPG 0.511983 0.002381 0.449700 0.003068 0.000169 0.008463 0.014413 0.009824
AN 0.721396 DS 0.000000 0.949150 0.050850 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0471.JPG 0.253415 0.000606 0.721396 0.004321 0.000082 0.007704 0.004663 0.007812
AN 0.350033 AN 0.000000 0.997414 0.002586 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0472.JPG 0.344242 0.030741 0.350033 0.087598 0.001108 0.038929 0.134316 0.013031
AN 0.388231 AN 0.000000 0.880967 0.119033 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0473.JPG 0.388231 0.141088 0.295843 0.009854 0.003653 0.031184 0.128508 0.001639
AN 0.345954 AN 0.285714 0.632362 0.632362 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0474.JPG 0.345954 0.088996 0.310066 0.074760 0.002245 0.022970 0.151536 0.003472
AN 0.547998 DS 0.285714 0.976626 0.976626 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0475.JPG 0.407298 0.004300 0.547998 0.014458 0.000083 0.020522 0.000407 0.004933
AN 0.559241 DS 0.571429 0.999999 0.999999 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0476.JPG 0.296999 0.047798 0.559241 0.014364 0.000208 0.073683 0.003045 0.004663
AN 0.538972 DS 0.000000 0.999961 0.000039 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0477.JPG 0.371305 0.002654 0.538972 0.059004 0.000138 0.004762 0.000553 0.022612
AN 0.458372 DS 0.000000 0.999317 0.000683 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0481.JPG 0.175240 0.029686 0.458372 0.181796 0.000809 0.027024 0.115485 0.011588
AN 0.440215 DS 0.000000 0.999055 0.000945 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0482.JPG 0.229829 0.046997 0.440215 0.076293 0.007180 0.037605 0.143734 0.018147
AN 0.398561 DS 0.000000 0.999909 0.000091 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0483.JPG 0.320616 0.017791 0.398561 0.205289 0.000188 0.014396 0.042631 0.000527
AN 0.774650 DS 0.714286 0.541838 0.581855 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0490.JPG 0.147498 0.006331 0.774650 0.004362 0.001428 0.046832 0.000868 0.018032
AN 0.802180 DS 0.714286 0.797421 0.797817 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0491.JPG 0.137606 0.007036 0.802180 0.018043 0.001364 0.028556 0.002938 0.002277
