CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.413351 SC 0.000000 0.999986 0.000014 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.413351 0.003607 0.227508 0.042281 0.001028 0.006413 0.289970 0.015841
AN 0.399095 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.399095 0.002593 0.231643 0.089863 0.001193 0.002083 0.246406 0.027124
AN 0.453029 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.453029 0.051852 0.274976 0.015459 0.036468 0.075446 0.088625 0.004145
AN 0.468276 AN 0.000000 0.957240 0.042760 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0532.JPG 0.468276 0.020725 0.346123 0.028360 0.026865 0.075971 0.031709 0.001971
AN 0.536185 AN 0.142857 0.589701 0.589701 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0533.JPG 0.536185 0.008192 0.255824 0.017946 0.081916 0.048664 0.043939 0.007335
AN 0.617353 SA 0.571429 0.941363 0.999203 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0001.JPG 0.036198 0.001129 0.161195 0.019884 0.132305 0.617353 0.005319 0.026617
AN 0.600901 AN 0.000000 0.974576 0.025424 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0002.JPG 0.600901 0.006172 0.187440 0.023673 0.048340 0.098464 0.018953 0.016057
AN 0.602065 AN 0.571429 0.996829 0.996838 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.602065 0.005029 0.280108 0.010507 0.029755 0.057936 0.009560 0.005041
AN 0.454105 AN 0.000000 0.999681 0.000319 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0004.JPG 0.454105 0.008284 0.106566 0.053883 0.032806 0.289222 0.035339 0.019794
AN 0.239868 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0005.JPG 0.198840 0.028924 0.229176 0.094688 0.128308 0.239868 0.035246 0.044951
AN 0.489195 DS 0.428571 0.999286 0.999340 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0006.JPG 0.157602 0.020053 0.489195 0.048077 0.011235 0.244035 0.007620 0.022183
AN 0.388817 SA 0.428571 0.998564 0.998564 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0007.JPG 0.186285 0.004628 0.242035 0.017102 0.055160 0.388817 0.055893 0.050079
AN 0.567125 SA 0.000000 0.976409 0.023591 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0008.JPG 0.356658 0.005478 0.039528 0.009538 0.015266 0.567125 0.004387 0.002021
AN 0.379344 SA 0.285714 0.986526 0.986526 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0009.JPG 0.379344 0.030834 0.122422 0.021431 0.096273 0.339053 0.007517 0.003126
AN 0.336369 SA 0.000000 0.999403 0.000597 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0010.JPG 0.259086 0.041673 0.198083 0.035718 0.114251 0.336369 0.012060 0.002759
AN 0.609461 DS 0.428571 0.612163 0.686189 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0989.JPG 0.119318 0.002975 0.609461 0.155291 0.047104 0.029331 0.010186 0.026333
AN 0.507488 DS 0.000000 0.933510 0.066490 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0990.JPG 0.155920 0.004385 0.507488 0.077306 0.033610 0.126638 0.059995 0.034658
AN 0.408112 DS 0.000000 0.963681 0.036319 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0991.JPG 0.178366 0.001590 0.408112 0.122492 0.029031 0.127422 0.036067 0.096920
AN 0.491246 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0992.JPG 0.198622 0.001808 0.491246 0.034371 0.003914 0.217626 0.029896 0.022516
AN 0.432742 DS 0.000000 0.999994 0.000006 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0993.JPG 0.285159 0.000791 0.432742 0.011405 0.004985 0.166630 0.066570 0.031717
AN 0.441972 DS 0.428571 0.569744 0.569744 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0994.JPG 0.061701 0.088356 0.441972 0.053620 0.002913 0.274546 0.064049 0.012844
AN 0.336763 AN 0.000000 0.999974 0.000026 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0995.JPG 0.336763 0.011578 0.270459 0.107448 0.045536 0.184789 0.004745 0.038682
AN 0.347458 AN 0.000000 0.999979 0.000021 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0996.JPG 0.298114 0.014798 0.347458 0.150341 0.033723 0.121538 0.004420 0.029608
AN 0.320275 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0997.JPG 0.320275 0.009648 0.310381 0.093463 0.033752 0.211988 0.001642 0.018851
AN 0.565629 SA 0.000000 0.999979 0.000021 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0998.JPG 0.226380 0.002769 0.055259 0.011915 0.070673 0.565629 0.012024 0.055349
AN 0.515207 SA 0.571429 0.998373 0.998541 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0999.JPG 0.233698 0.001148 0.062051 0.003054 0.114825 0.515207 0.047732 0.022284
AN 0.539982 AN 0.000000 0.557183 0.442817 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0158.JPG 0.539982 0.000195 0.147780 0.116147 0.029101 0.036904 0.039474 0.090418
AN 0.498109 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0159.JPG 0.498109 0.000451 0.177397 0.149551 0.008197 0.033743 0.052006 0.080546
AN 0.374732 AN 0.000000 0.992291 0.007709 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0160.JPG 0.374732 0.000174 0.087736 0.054066 0.039602 0.049424 0.168119 0.226148
AN 0.397237 SC 0.285714 0.994348 0.994348 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0161.JPG 0.177423 0.000168 0.003534 0.007957 0.090247 0.092849 0.397237 0.230585
AN 0.317456 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0162.JPG 0.317456 0.000661 0.032894 0.022632 0.065255 0.111936 0.310622 0.138544
AN 0.296361 AN 0.000000 0.795345 0.204655 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0163.JPG 0.257534 0.000185 0.002143 0.007472 0.050067 0.157359 0.296361 0.228880
AN 0.700025 AN 0.000000 0.936518 0.063482 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0164.JPG 0.700025 0.000040 0.017555 0.020433 0.077048 0.056089 0.043917 0.084893
AN 0.414735 AN 0.000000 0.999971 0.000029 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0165.JPG 0.414735 0.000159 0.003663 0.006710 0.198712 0.021548 0.119892 0.234581
AN 0.408549 AN 0.285714 0.991258 0.991258 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0166.JPG 0.408549 0.000095 0.004917 0.010189 0.209336 0.034363 0.101791 0.230760
AN 0.372331 NE 0.428571 0.823921 0.825457 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0167.JPG 0.130856 0.000427 0.001069 0.008280 0.372331 0.254911 0.172198 0.059929
AN 0.391278 NE 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0168.JPG 0.093156 0.000764 0.001896 0.010379 0.391278 0.216176 0.226873 0.059478
AN 0.344191 NE 0.285714 0.676434 0.676434 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0169.JPG 0.093636 0.000248 0.000570 0.004730 0.328123 0.344191 0.166662 0.061841
AN 0.425302 AN 0.428571 0.975892 0.975895 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0170.JPG 0.425302 0.000213 0.157324 0.198641 0.059482 0.025348 0.090253 0.043436
AN 0.349771 DS 0.285714 0.999644 0.999644 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0171.JPG 0.349771 0.000333 0.247865 0.219697 0.034945 0.009408 0.087257 0.050723
AN 0.320099 AN 0.000000 0.938239 0.061761 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0172.JPG 0.320099 0.000076 0.094542 0.257273 0.026276 0.024979 0.127170 0.149586
AN 0.529700 NE 0.571429 0.582974 0.942009 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0173.JPG 0.115311 0.001537 0.000782 0.006488 0.529700 0.091607 0.095343 0.159232
AN 0.587714 NE 0.000000 0.993308 0.006692 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0174.JPG 0.146935 0.001945 0.002786 0.006582 0.587714 0.090833 0.095965 0.067239
AN 0.366209 NE 0.000000 0.999914 0.000086 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0175.JPG 0.229964 0.001194 0.001195 0.005168 0.366209 0.179236 0.097964 0.119071
AN 0.434002 AN 0.285714 0.999182 0.999182 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0176.JPG 0.199710 0.001350 0.004358 0.002519 0.434002 0.091895 0.114745 0.151420
AN 0.452171 AN 0.428571 0.977370 0.977892 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0177.JPG 0.224380 0.002938 0.003950 0.001462 0.452171 0.092794 0.154490 0.067813
AN 0.392552 NE 0.000000 0.982787 0.017213 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0178.JPG 0.207780 0.000227 0.004013 0.001607 0.392552 0.276447 0.059125 0.058248
AN 0.371092 AN 0.000000 0.999783 0.000217 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0659_01.JPG 0.371092 0.001088 0.083910 0.066225 0.017180 0.001173 0.351566 0.107766
AN 0.334791 SC 0.000000 0.999990 0.000010 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0660_01.JPG 0.268951 0.001909 0.032366 0.142662 0.015129 0.002400 0.334791 0.201793
AN 0.358500 SC 0.000000 0.999216 0.000784 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0661_01.JPG 0.216128 0.001056 0.042860 0.141453 0.021925 0.001700 0.358500 0.216379
AN 0.502248 AN 0.428571 0.991402 0.999886 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0662_01.JPG 0.502248 0.004713 0.291649 0.038151 0.001302 0.000288 0.157381 0.004268
AN 0.466530 AN 0.285714 0.843997 0.843999 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0663_01.JPG 0.466530 0.011286 0.369168 0.088008 0.002270 0.002990 0.056180 0.003569
AN 0.540327 AN 0.000000 0.999991 0.000009 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0664_01.JPG 0.540327 0.009911 0.332924 0.032810 0.000846 0.000862 0.078385 0.003936
AN 0.484460 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0665_01.JPG 0.484460 0.000509 0.122053 0.031522 0.009720 0.001630 0.255846 0.094261
AN 0.609246 AN 0.000000 0.835408 0.164592 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0666_01.JPG 0.609246 0.001323 0.272179 0.052557 0.008361 0.013442 0.027734 0.015158
AN 0.603370 AN 0.428571 0.784671 0.982849 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0667_01.JPG 0.603370 0.001139 0.323383 0.042666 0.002205 0.001703 0.019585 0.005949
AN 0.539777 DS 0.428571 0.903275 0.903275 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0668_01.JPG 0.354158 0.002929 0.539777 0.008141 0.007358 0.001725 0.063322 0.022591
AN 0.404627 AN 0.428571 0.960352 0.960352 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0669_01.JPG 0.404627 0.002872 0.349088 0.048409 0.033313 0.010792 0.120120 0.030779
AN 0.493964 AN 0.000000 0.999991 0.000009 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0670_01.JPG 0.493964 0.000857 0.282035 0.033029 0.027440 0.005541 0.083079 0.074057
AN 0.512036 AN 0.000000 0.981272 0.018728 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0671_01.JPG 0.512036 0.002774 0.028729 0.031306 0.022353 0.001809 0.361646 0.039349
AN 0.334551 SC 0.000000 0.487850 0.512150 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0672_01.JPG 0.334551 0.001371 0.023812 0.115230 0.021237 0.002765 0.310561 0.190472
AN 0.404916 AN 0.428571 0.999997 0.999997 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0673_01.JPG 0.404916 0.001346 0.017365 0.049448 0.030048 0.001005 0.346162 0.149709
AN 0.461281 AN 0.285714 0.972080 0.972245 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0674_01.JPG 0.461281 0.001022 0.180445 0.081232 0.050561 0.000969 0.098590 0.125900
AN 0.468133 AN 0.428571 0.725929 0.725929 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0675_01.JPG 0.468133 0.000697 0.078583 0.148039 0.009084 0.006506 0.171035 0.117922
AN 0.559082 AN 0.571429 0.999976 0.999976 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0676_01.JPG 0.559082 0.001112 0.134098 0.151065 0.007711 0.003337 0.099574 0.044020
AN 0.468496 AN 0.000000 0.996965 0.003035 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0677_01.JPG 0.468496 0.018618 0.190621 0.027090 0.039786 0.006263 0.205316 0.043809
AN 0.522765 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0678_01.JPG 0.522765 0.002196 0.248904 0.017384 0.008518 0.026028 0.096894 0.077309
AN 0.562631 AN 0.000000 0.876595 0.123405 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0679_01.JPG 0.562631 0.004188 0.106704 0.020874 0.018140 0.037301 0.201071 0.049090
AN 0.348608 DS 0.285714 0.999081 0.999081 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0001_01.JPG 0.194998 0.005303 0.348608 0.000334 0.013443 0.216489 0.209828 0.010998
AN 0.381073 DS 0.142857 0.999693 0.999693 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0002_01.JPG 0.214617 0.135792 0.381073 0.001441 0.008251 0.190152 0.054056 0.014618
AN 0.488872 SA 0.000000 0.999931 0.000069 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0003_01.JPG 0.118839 0.035326 0.339869 0.001571 0.002666 0.488872 0.003445 0.009410
AN 0.343392 CE 0.428571 0.990064 0.990267 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0004_01.JPG 0.165447 0.177559 0.343392 0.001634 0.005297 0.272616 0.010991 0.023065
AN 0.273562 DS 0.285714 0.980782 0.980782 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0005_01.JPG 0.221701 0.231696 0.273562 0.004277 0.150692 0.057356 0.049294 0.011423
AN 0.269748 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0006_01.JPG 0.082209 0.174669 0.269748 0.020004 0.177603 0.250189 0.012237 0.013341
AN 0.299043 DS 0.000000 0.999745 0.000255 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0007_01.JPG 0.079534 0.140522 0.299043 0.011174 0.228170 0.165442 0.021596 0.054519
AN 0.310399 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0986.JPG 0.290734 0.013566 0.310399 0.163943 0.010982 0.015645 0.044962 0.149769
AN 0.308269 DS 0.000000 0.963340 0.036660 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0987.JPG 0.209879 0.004713 0.260457 0.308269 0.008815 0.021490 0.038428 0.147949
AN 0.408443 DS 0.000000 0.518081 0.481919 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0988.JPG 0.180818 0.034701 0.408443 0.103614 0.041969 0.065907 0.105616 0.058933
AN 0.383365 AN 0.285714 0.994642 0.994642 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0989.JPG 0.353889 0.005671 0.383365 0.002159 0.008037 0.017072 0.107005 0.122801
AN 0.452212 DS 0.000000 0.999992 0.000008 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0990.JPG 0.215573 0.067566 0.452212 0.020915 0.004451 0.045668 0.095556 0.098058
AN 0.420384 AN 0.285714 0.999999 0.999999 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0991.JPG 0.273315 0.021260 0.420384 0.013319 0.004491 0.017907 0.105301 0.144024
AN 0.505658 DS 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0992.JPG 0.318826 0.003988 0.505658 0.153005 0.005351 0.002357 0.000537 0.010277
AN 0.417315 AN 0.000000 0.992195 0.007805 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0993.JPG 0.388107 0.005771 0.417315 0.093879 0.008541 0.033027 0.006983 0.046378
AN 0.620244 DS 0.571429 0.997637 0.997638 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0994.JPG 0.238141 0.005841 0.620244 0.044264 0.007991 0.022910 0.034426 0.026181
AN 0.508046 DS 0.428571 0.988952 0.992570 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0995.JPG 0.125564 0.180693 0.508046 0.001534 0.009513 0.078866 0.033618 0.062165
AN 0.535350 DS 0.000000 0.998932 0.001068 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0996.JPG 0.122983 0.015742 0.535350 0.001430 0.003981 0.304431 0.008589 0.007495
AN 0.535271 DS 0.000000 0.999532 0.000468 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0997.JPG 0.133806 0.079871 0.535271 0.001848 0.010861 0.190191 0.031288 0.016864
AN 0.286926 DS 0.285714 0.581641 0.581641 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0998.JPG 0.286926 0.123700 0.235201 0.001692 0.010542 0.126219 0.189499 0.026221
AN 0.321834 SC 0.000000 0.999990 0.000010 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0999.JPG 0.215071 0.008089 0.210240 0.000403 0.024317 0.149617 0.321834 0.070429
AN 0.795545 DS 0.000000 0.920000 0.080000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0418.JPG 0.144810 0.030582 0.795545 0.013932 0.002923 0.006556 0.002537 0.003115
AN 0.779231 DS 0.000000 0.564919 0.435081 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0419.JPG 0.152064 0.036486 0.779231 0.009184 0.005030 0.006679 0.010022 0.001303
AN 0.744048 DS 0.714286 0.999922 0.999922 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0420.JPG 0.184118 0.013194 0.744048 0.025118 0.001089 0.029285 0.001131 0.002018
AN 0.799914 DS 0.000000 0.919767 0.080233 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0469.JPG 0.167295 0.008126 0.799914 0.014854 0.000323 0.006873 0.000566 0.002050
AN 0.853489 DS 0.857143 0.943790 0.943790 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0470.JPG 0.129994 0.006267 0.853489 0.003338 0.000562 0.004002 0.001579 0.000768
AN 0.656561 DS 0.571429 0.999614 0.999659 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0471.JPG 0.243056 0.048054 0.656561 0.027662 0.000930 0.018797 0.003011 0.001928
AN 0.641144 DS 0.714286 0.872903 0.872903 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0472.JPG 0.226749 0.053577 0.641144 0.016633 0.003924 0.044961 0.012001 0.001010
AN 0.493422 DS 0.000000 0.999932 0.000068 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0473.JPG 0.285448 0.096139 0.493422 0.039420 0.005687 0.064452 0.014248 0.001183
AN 0.637170 DS 0.571429 0.999967 0.999970 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0474.JPG 0.240143 0.014295 0.637170 0.028262 0.005389 0.071373 0.002570 0.000797
AN 0.623038 AN 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0475.JPG 0.338905 0.006332 0.623038 0.011311 0.000138 0.016391 0.002663 0.001222
AN 0.760452 DS 0.714286 0.997675 0.997675 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0476.JPG 0.176124 0.027241 0.760452 0.003529 0.000757 0.011852 0.018550 0.001495
AN 0.632609 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0477.JPG 0.340027 0.001413 0.632609 0.006770 0.000178 0.017501 0.000933 0.000570
AN 0.715981 DS 0.571429 0.997772 0.997811 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0481.JPG 0.236037 0.014456 0.715981 0.010655 0.002426 0.016445 0.001430 0.002569
AN 0.852730 DS 0.857143 0.900080 0.900080 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0482.JPG 0.104591 0.027583 0.852730 0.001816 0.001336 0.004997 0.006612 0.000335
AN 0.794671 DS 0.714286 0.752282 0.752502 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0483.JPG 0.172946 0.005566 0.794671 0.004892 0.002760 0.004207 0.014786 0.000172
AN 0.548879 AN 0.571429 0.999890 0.999910 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0490.JPG 0.548879 0.011915 0.364587 0.020836 0.000389 0.042725 0.002700 0.007969
AN 0.600850 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK3/S1MK3AN/DSC_0491.JPG 0.600850 0.003598 0.366328 0.007496 0.000693 0.016549 0.002355 0.002133
